X,Y,osm_id,code,fclass,name
136.9069326,35.1714062,2400188468,2303,cafe,コーヒーショップカフェArtテラス
137.0779682,34.9528186,2402051073,2303,cafe,スターバックス
137.076442,34.9445027,2402051080,2303,cafe,ドルフィン (DOLPHIN)
136.8632527,35.1408219,2407513923,2303,cafe,鯱ひげカフェ
136.8707203,35.2770885,2408412136,2303,cafe,
136.8713802,35.2750981,2408412159,2303,cafe,明楽時運
136.8544963,35.1709686,2413268258,2303,cafe,旅路
136.877144,35.1401484,2414594701,2303,cafe,おかげ庵
136.872741,35.1648762,2414594708,2303,cafe,元気
136.890509,35.168259,2414594720,2303,cafe,コメダ珈琲店
137.134645,35.030615,2415605718,2303,cafe,タリーズコーヒー
136.8320198,35.1840709,2416011728,2303,cafe,コメダ珈琲店
136.988077,35.1993726,2416011742,2303,cafe,快活Club
138.3825238,35.0049348,2416215094,2303,cafe,夢畫
137.091781,35.1703556,2417259603,2303,cafe,立礼席
136.919661,35.159564,2418906718,2303,cafe,HeartCafe
136.943039,35.366238,2419409702,2303,cafe,コメダ珈琲店
136.914272,35.319147,2419430240,2303,cafe,Tea House Sima
137.135684,35.033346,2419485867,2303,cafe,タリーズコーヒー
136.6896148,35.1453962,2419735828,2303,cafe,山ん馬
136.921178,35.2345662,2422757610,2303,cafe,美保
136.8971874,35.1485469,2426688877,2303,cafe,Nadja
136.9706555,35.0344454,2431023950,2303,cafe,コメダ珈琲店
138.942525,35.6127911,2440969495,2303,cafe,月Cafe
138.943115,35.612775,2440970089,2303,cafe,Time's Cafe
136.8686075,35.1666017,2441235720,2303,cafe,Hana
137.018852,35.417221,2447777837,2303,cafe,
136.8805808,35.2812542,2453701608,2303,cafe,喫茶とみ
136.8909214,35.1586444,2454833914,2303,cafe,エーゲ海
136.797706,35.302598,2458982073,2303,cafe,PRONTO
136.7975179,35.3027213,2458982185,2303,cafe,カフェレストラン イチモ
136.8854215,35.1132092,2460440528,2303,cafe,マラガ
136.8015867,35.3034916,2465340732,2303,cafe,メイドのお部屋 caffe まぁめいど
136.7819452,35.3101705,2466131998,2303,cafe,ほっとBBステーション 一宮店
136.8666998,35.1677465,2468419485,2303,cafe,MINT
136.8983541,35.1703476,2468499094,2303,cafe,VISITOR CENTER AND STAND CAFE
136.8982235,35.1713405,2468505212,2303,cafe,MITTS COFFEE STAND
136.8659639,35.1681141,2468601009,2303,cafe,ツヅキ
136.8657353,35.1645324,2468601012,2303,cafe,ロマン
136.8004942,35.3013236,2472104916,2303,cafe,三八屋
136.9038234,35.1580281,2473040919,2303,cafe,TAKERU Cafe
138.891172,35.412383,2473147033,2303,cafe,ペーパームーン
136.636811,35.364415,2476055838,2303,cafe,Clover Coffee
136.8014668,35.3035122,2476124927,2303,cafe,noov
136.8184418,35.2983806,2476240535,2303,cafe,Caffe Legend
136.8889681,35.1518552,2478382925,2303,cafe,きせん
136.8913897,35.1508049,2479599326,2303,cafe,虹
136.8856754,35.1525563,2480681666,2303,cafe,ダイコク
136.8863022,35.1511791,2481853957,2303,cafe,MS.cafe
